ProductId,Prompt,output_gpt-4,model_gpt-4
248360,"
Mach mir eine kurze Produktzusammenfassung.


Artikel pro Verkaufseinheit: 1 Anzahl (x) Anzahl
Batterie / Akku: Batterie
Batterie Anwendung: Knopfzellen
Batterie- / Akkutyp: Li
Batteriebaugrösse: CR1616
Batteriekategorie: Knopfzellen
Deklarationspflichtige Batterie (nicht erfassen / mappen): Ja
Durchmesser: 1.6 Millimeter (mm) Millimeter
Gewicht: 1 Gramm (g) Gramm
Höhe: 0.16 Zentimeter (cm) Zentimeter
Spannung: 3 Volt (V) Volt
UN-Nummer: 3090
Wiederaufladbar: Nein
","Dieses Produkt ist eine CR1616 Knopfzelle mit Lithium-Technologie. Sie hat einen Durchmesser von 1,6 Millimeter und eine Höhe von 0,16 Zentimeter. Die Zelle wiegt 1 Gramm und liefert eine Spannung von 3 Volt. Es handelt sich um eine nicht wiederaufladbare Batterie. Bitte beachten Sie, dass dieses Produkt der UN-Nummer 3090 entspricht und deklarationspflichtig ist. Pro Verkaufseinheit wird eine Batterie geliefert.",gpt-4
248500,"
Mach mir eine kurze Produktzusammenfassung.


Artikel pro Verkaufseinheit: 1 Stück (Stk.) Stück
Breite: 12 Zentimeter (cm) Zentimeter
Druckerserie: HL
Druckerserie: DCP
Druckerserie: MFC
Druckfarbe: Schwarz
Druckleistung bei 5% Deckung: 2500 Anzahl (x) Anzahl
Farbbezeichnung: BK
Gewicht: 0.85 Kilogramm (kg) Kilogramm
Herstellerengagement: SBTi
Höhe: 17 Zentimeter (cm) Zentimeter
Kompatibel zu OEM: TN-320BK
Kompatible Druckermodelle: MFC-9970
Kompatible Druckermodelle: DCP-9270
Kompatible Druckermodelle: HL-4570
Kompatible Druckermodelle: HL-4140
Kompatible Druckermodelle: DCP-9055
Kompatible Druckermodelle: MFC-9460
Kompatible Druckermodelle: HL4150
Kompatible Druckermodelle: MFC-9465
Passende Druckermarke: Brother
Patronenart: Originalprodukt
Tiefe: 34 Zentimeter (cm) Zentimeter
Tonergrösse: Normal
Tonertyp: Toner
Ursprungsland: China
","Dieses Produkt ist ein originaler Toner für Brother Drucker. Es ist kompatibel mit verschiedenen Druckermodellen wie MFC-9970, DCP-9270, HL-4570, HL-4140, DCP-9055, MFC-9460, HL4150 und MFC-9465. Die Druckfarbe ist Schwarz und die Farbbezeichnung ist BK. Die Druckleistung bei 5% Deckung beträgt 2500 Seiten. Die Patronenart ist ein Originalprodukt und der Toner ist von normaler Größe. Das Produkt ist 12 Zentimeter breit, 17 Zentimeter hoch und 34 Zentimeter tief und wiegt 0,85 Kilogramm. Es stammt aus China und der Hersteller ist SBTi. Das Produkt ist kompatibel mit OEM TN-320BK.",gpt-4
257900,"
Mach mir eine kurze Produktzusammenfassung.


Beschichtung: Keramik
Bodendurchmesser: 28 Zentimeter (cm) Zentimeter
Breite: 28 Zentimeter (cm) Zentimeter
Durchmesser Öffnung: 28 Zentimeter (cm) Zentimeter
Farbgruppe: Silber
Gebrauchs- & Pflegehinweise: Spülmaschinenfest
Genaue Farbbezeichnung: Schwarz
Genaue Farbbezeichnung: Silber
Gewicht: 1.9 Kilogramm (kg) Kilogramm
Höhe: 4.5 Zentimeter (cm) Zentimeter
Kochgeschirr Merkmale: Induktionstauglich
Kochgeschirrtyp: Bratpfanne
Lieferumfang: Einzelstück
Länge: 53.5 Zentimeter (cm) Zentimeter
Material Deckel: Edelstahl
Material Griff: Edelstahl
Material Pfanne: Aluminiumguss
Material Pfanne: Edelstahl
Max. Temperaturbeständigkeit: 250 Grad Celsius (°C) Grad Celsius
Set-Inhalt: 1 Stück (Stück) Stück
Ursprungsland: Schweiz
Volumen: 2.71 Liter (l) Liter
","Dies ist eine Bratpfanne mit einem Durchmesser von 28 cm und einer Höhe von 4,5 cm. Sie hat ein Gewicht von 1,9 kg und eine Länge von 53,5 cm. Die Pfanne ist in den Farben Schwarz und Silber erhältlich und besteht aus Aluminiumguss und Edelstahl, einschließlich des Griffs und des Deckels. Die Pfanne ist induktionstauglich und spülmaschinenfest. Sie ist bis zu einer Temperatur von 250 Grad Celsius hitzebeständig und hat ein Volumen von 2,71 Litern. Das Produkt stammt aus der Schweiz und wird als Einzelstück geliefert.",gpt-4
258140,"
Mach mir eine kurze Produktzusammenfassung.


Artikel pro Verkaufseinheit: 1 Stück (Stk.) Stück
Breite: 141 Millimeter (mm) Millimeter
Druckfarbe: Schwarz
Druckleistung bei 5% Deckung: 8000 Anzahl (x) Anzahl
Farbbezeichnung: BK
Gewicht: 383 Gramm (g) Gramm
Höhe: 101 Millimeter (mm) Millimeter
Kompatible Druckermodelle: C546dtn
Kompatible Druckermodelle: X548dte
Kompatible Druckermodelle: X546dtn
Kompatible Druckermodelle: X548de
Passende Druckermarke: Lexmark
Patronenart: Originalprodukt
Tiefe: 102 Millimeter (mm) Millimeter
Tonergrösse: Normal
Tonertyp: Toner
Ursprungsland: China
","Dieses Produkt ist ein original Lexmark Toner in Schwarz mit der Farbbezeichnung BK. Es ist kompatibel mit verschiedenen Lexmark Druckermodellen, darunter C546dtn, X548dte, X546dtn und X548de. Die Druckleistung beträgt 8000 Seiten bei 5% Deckung. Die Tonergröße ist normal und das Gewicht beträgt 383 Gramm. Die Maße des Produkts sind 141 mm in der Breite, 101 mm in der Höhe und 102 mm in der Tiefe. Das Produkt ist aus China.",gpt-4
258300,"
Mach mir eine kurze Produktzusammenfassung.


Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Breite: 4 Zentimeter (cm) Zentimeter
Farbgruppe: Silber
Farbgruppe: Schwarz
Gebrauchs- & Pflegehinweise: Handwäsche
Genaue Farbbezeichnung: Silber
Genaue Farbbezeichnung: Schwarz
Genaue Materialbezeichnung: Kunststoff
Genaue Materialbezeichnung: Edelstahl
Höhe: 30 Zentimeter (cm) Zentimeter
Lieferumfang: Sandwichklammern
Länge: 16 Zentimeter (cm) Zentimeter
Materialgruppe: Metall
Materialgruppe: Kunststoff
Zubehör für: Toaster
","Dieses Produkt ist ein Set von Sandwichklammern, ideal als Zubehör für Ihren Toaster. Sie werden pro Verkaufseinheit als 1 Stück geliefert. Die Sandwichklammern sind 30 cm hoch, 16 cm lang und 4 cm breit. Sie sind in den Farben Silber und Schwarz erhältlich und bestehen aus den Materialgruppen Metall (speziell Edelstahl) und Kunststoff. Es wird empfohlen, diese Sandwichklammern per Hand zu waschen.",gpt-4
260700,"
Mach mir eine kurze Produktzusammenfassung.


Anzahl Batterien: 3
Anzahl LEDs: 1 Stück (Stück) Stück
Batterie- / Akkutyp: Alkali
Batteriebaugrösse: AAA / LR03 / Micro / R03 / AM4 / MN2400 / KR03
Energieversorgung: Batteriebetrieb
Farbgruppe: Silber
Genaue Farbbezeichnung: Silber
Gewicht: 87 Gramm (g) Gramm
Herstellerengagement: SBTi
Kopfdurchmesser: 3.2 Zentimeter (cm) Zentimeter
Leuchtmitteltyp: LED
Leuchtweite: 36 Meter (m) Meter
Lichtfunktionen: LED
Lieferumfang: 1x Batterie
Lumen: 30 Lumen (lm) Lumen
Länge: 11.7 Zentimeter (cm) Zentimeter
Material Gehäuse: Aluminium
Max. Leuchtdauer: 13 Stunde (h) Stunde
Schutzart (IP Code): IPX4
Taschenlampentyp: Alltagstaschenlampe
Widerstandsfähigkeit: Spritzwasserfest
","Das Produkt ist eine silberne Alltagstaschenlampe, die mit einer LED-Leuchte ausgestattet ist. Sie wird durch drei AAA-Batterien betrieben und hat eine maximale Leuchtdauer von 13 Stunden. Die Lampe hat eine Leuchtweite von 36 Metern und eine Lichtleistung von 30 Lumen. Sie hat einen Kopfdurchmesser von 3,2 cm und eine Länge von 11,7 cm. Das Gehäuse ist aus Aluminium gefertigt und sie wiegt 87 Gramm. Sie ist spritzwasserfest mit einer Schutzart von IPX4. Im Lieferumfang ist eine Batterie enthalten. Der Hersteller ist SBTi-engagiert.",gpt-4
262100,"
Mach mir eine kurze Produktzusammenfassung.


Anzahl Stück: 1 Stück (Stück) Stück
Breite: 9 Zentimeter (cm) Zentimeter
Durchmesser: 180 Millimeter (mm) Millimeter
Farbgruppe: Transparent
Farbgruppe: Silber
Gebrauchs- & Pflegehinweise: Spülmaschinenfest
Genaue Farbbezeichnung: Silber
Genaue Farbbezeichnung: Transparent
Genaue Materialbezeichnung: Edelstahl
Gewicht: 470 Gramm (g) Gramm
Herstellerengagement: SBTi
Höhe: 6.5 Zentimeter (cm) Zentimeter
Lieferumfang: 1 x WMF Butterdose mit Kunststoffdeckel LOFT
Länge: 18 Zentimeter (cm) Zentimeter
Materialgruppe: Metall
Ursprungsland: Deutschland
Volumen: 1053 Milliliter (ml) Milliliter
Vorratsbehältertyp: Butterdose
","Das Produkt ist eine WMF Butterdose mit einem Kunststoffdeckel aus der LOFT-Serie. Es ist 18 cm lang, 9 cm breit und 6,5 cm hoch, mit einem Durchmesser von 180 mm. Das Gewicht beträgt 470 g und es hat ein Volumen von 1053 ml. Die Farbgruppe ist transparent und silber mit genauer Farbbezeichnung als silber und transparent. Es besteht aus Edelstahl und gehört zur Materialgruppe Metall. Das Produkt ist spülmaschinenfest und kommt aus Deutschland. Der Hersteller engagiert sich für die Science Based Targets Initiative (SBTi). Im Lieferumfang enthalten ist 1 Stück WMF Butterdose mit Kunststoffdeckel LOFT.",gpt-4
265340,"
Mach mir eine kurze Produktzusammenfassung.


Artikel pro Verkaufseinheit: 1 Anzahl (x) Anzahl
Breite: 22 Zentimeter (cm) Zentimeter
Farbgruppe: Braun
Genaue Farbbezeichnung: Hellbraun
Genaue Materialbezeichnung: Holz
Gewicht: 300 Gramm (g) Gramm
Höhe: 13.5 Zentimeter (cm) Zentimeter
Kleiderbügeltyp: Garderobenbügel
Länge: 45 Zentimeter (cm) Zentimeter
Materialgruppe: Holz
Oberflächenbearbeitung: Lackiert
","Dieser hellbraune Garderobenbügel ist aus hochwertigem, lackiertem Holz gefertigt. Seine Maße sind 45cm in der Länge, 22cm in der Breite und 13,5cm in der Höhe, was ihm eine robuste und langlebige Qualität verleiht. Trotz seiner Stabilität wiegt er nur 300g, was das Manövrieren und Umhängen von Kleidung erleichtert. Der Bügel wird einzeln verkauft. Sein schlichtes und elegantes Design in Braun passt in jede Garderobe.",gpt-4
266020,"
Mach mir eine kurze Produktzusammenfassung.


Anschluss A: sc
Anschluss B: sc
Anzahl Fasern: 2 Stück (Stück) Stück
Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Breite: 17 Zentimeter (cm) Zentimeter
Durchmesser: 2 Millimeter (mm) Millimeter
Faserkategorie: OM3
Faserkategorie: 50/125µm
Genaue Materialbezeichnung: Low Smoke Zero Halogen (LSZH)
Gewicht: 65 Gramm (g) Gramm
Glasfasertyp: Multi Mode
Kabel Anwendung: Netzwerk
Kabel Bauform: Glasfaser
Kabel Kategorie: CAT6
Kabel Verbindung: Anschluss (M/M)
Kabelfarbe: Türkis
LWL Steckverbinder: SC-SC
Lieferumfang: 50/125 SC/SC
Lieferumfang: OM3
Lieferumfang: 2m
Lieferumfang: LWL-Patchkabel
Länge: 2 Meter (m) Meter
Material Isolation: LSZH
Max. Datenübertragungsrate: 10 Gigabit pro Sekunde (Gbit/s) Gigabit pro Sekunde
Patchkabel Merkmale: Halogenfrei
Patchkabeltyp: Glasfaserkabel
Steckerform: Vergoldete Kontakte
Tiefe: 2 Meter (m) Meter
Ursprungsland: China
","Dieses Produkt ist ein LWL-Patchkabel mit SC-SC Anschlüssen und besteht aus zwei Fasern. Pro Verkaufseinheit wird ein Stück verkauft. Das Kabel hat eine Breite von 17 cm und einen Durchmesser von 2 mm. Es gehört zur Faserkategorie OM3 und 50/125µm. Das Material ist Low Smoke Zero Halogen (LSZH) und wiegt 65 Gramm. Es handelt sich um ein Multi-Mode Glasfaserkabel, das für Netzwerke verwendet wird. Die Kabelkategorie ist CAT6 und die Verbindung ist M/M. Die Kabelfarbe ist Türkis. Im Lieferumfang enthalten sind das 50/125 SC/SC, OM3, 2m LWL-Patchkabel. Die Isolation besteht aus LSZH. Die maximale Datenübertragungsrate beträgt 10 Gigabit pro Sekunde. Das Patchkabel ist halogenfrei und die Steckerform hat vergoldete Kontakte. Die Länge und Tiefe des Kabels beträgt jeweils 2 Meter. Das Produkt stammt aus China.",gpt-4
268560,"
Mach mir eine kurze Produktzusammenfassung.


Breite: 31.1 Zentimeter (cm) Zentimeter
Externe Anschlüsse: RJ9
Externe Anschlüsse: RJ45
Externe Anschlüsse: 2.5mm Klinke
Farbgruppe: Schwarz
Gewicht: 800 Gramm (g) Gramm
Herstellerengagement: SBTi
Höhe: 6.4 Zentimeter (cm) Zentimeter
Konferenzgerät Ausstattung: Keypad
Konferenzgerät Ausstattung: Display
Konferenzgerät Ausstattung: PoE
Konferenzgerät Ausstattung: Freisprecheinrichtung
Konferenzgerättyp: Audio-Konferenz
Lieferumfang: Lan (RJ-45)
Lieferumfang: AC
Lieferumfang: Netzwerkkabel - 7.6 m
Länge: 36.8 Zentimeter (cm) Zentimeter
Max. Bildauflösung: 248 x 68 Pixel
Mikrofon Reichweite: 3.6 Meter (m) Meter
Optimiert / Zertifiziert für: Zoom
Pixelauflösung: 248 x 68 Pixel
Signalübertragung: Kabelgebunden
Telefon Anschluss: Ethernet
VoIP Protokoll: SIP
","Dieses Audio-Konferenzgerät hat eine Breite von 31,1 cm, eine Höhe von 6,4 cm und eine Länge von 36,8 cm. Es wiegt 800 Gramm und ist in der Farbgruppe Schwarz erhältlich. Das Gerät verfügt über mehrere externe Anschlüsse, darunter RJ9, RJ45 und 2,5mm Klinke. Es hat eine Keypad, ein Display und eine Freisprecheinrichtung. Es ist optimiert für Zoom und hat eine Mikrofonreichweite von 3,6 Metern. Das Gerät unterstützt das VoIP Protokoll SIP und die Signalübertragung erfolgt kabelgebunden. Im Lieferumfang sind ein LAN (RJ-45), ein AC und ein Netzwerkkabel von 7,6 Metern enthalten. Es hat eine maximale Bildauflösung von 248 x 68 Pixel. Der Hersteller ist SBTi zertifiziert.",gpt-4
279960,"
Mach mir eine kurze Produktzusammenfassung.


Anzahl Etiketten: 3780 Anzahl (x) Anzahl
Artikel pro Verkaufseinheit: 20 Blatt (Blätter) Blatt
Breite: 25.4 Millimeter (mm) Millimeter
Etikettenformat: 25.4 x 10 mm
Etikettentyp: Organisationsetiketten
Farbgruppe: Gelb
Form: Halbrund
Geeignet für: Drucker
Geeignete Drucktechnologie: Tintenstrahl
Geeignete Drucktechnologie: Laser
Gewicht: 0.251 Kilogramm (kg) Kilogramm
Hafteigenschaft: Non Permanent
Holzhandelsverordnung: Produkt ist von der Holzhandelsverordnung betroffen
Länge: 10 Millimeter (mm) Millimeter
Materialgruppe: Papier
Ursprungsland: China
","Dieses Produkt ist eine Packung mit 3780 halbrunden Organisationsetiketten. Sie sind in der Farbgruppe Gelb kategorisiert und messen jeweils 25,4 x 10 mm. Diese Etiketten sind geeignet für Drucker und kompatibel mit sowohl Tintenstrahl- als auch Laserdrucktechnologie. Sie sind auf 20 Blättern verteilt und wiegen insgesamt 0,251 kg. Die Etiketten sind aus Papier hergestellt und haben eine non-permanente Haftfähigkeit. Sie stammen aus China und sind von der Holzhandelsverordnung betroffen.",gpt-4
280680,"
Mach mir eine kurze Produktzusammenfassung.


Anzahl Etiketten: 5600 Anzahl (x) Anzahl
Artikel pro Verkaufseinheit: 100 Blatt (Blätter) Blatt
Breite: 52.5 Millimeter (mm) Millimeter
Etikettenformat: 52.5 x 21.2 mm
Etikettenrolle Breite: 52.5 Millimeter (mm) Millimeter
Etikettenrolle Länge: 21.2 Millimeter (mm) Millimeter
Etikettentyp: Universaletiketten
Farbgruppe: Weiss
Form: Rechteckig
Geeignet für: Drucker
Geeignete Drucktechnologie: Laser
Geeignete Drucktechnologie: Tintenstrahl
Geeignete Drucktechnologie: Thermodirekt
Gewicht: 0.942 Kilogramm (kg) Kilogramm
Hafteigenschaft: Permanent
Holzhandelsverordnung: Produkt ist von der Holzhandelsverordnung betroffen
Holzherkunft: Deutschland
Länge: 21.2 Millimeter (mm) Millimeter
Materialgruppe: Papier
Nachhaltigkeit: Verbesserte Materialien
Nachhaltigkeitslabel: FSC 100%
Ursprungsland: China
","Das Produkt ist eine Packung mit 5600 universellen, rechteckigen Etiketten, jeweils 52.5 x 21.2 mm groß. Jede Verkaufseinheit enthält 100 Blätter. Die Etiketten sind weiß und können mit Laser-, Tintenstrahl- und Thermodirektdrucktechnologien bedruckt werden. Sie weisen eine permanente Haftung auf und wiegen insgesamt 0.942 kg. Das Produkt ist von der Holzhandelsverordnung betroffen, da das verwendete Papier aus Deutschland stammt. Das Produkt ist nachhaltig, da es aus verbesserten Materialien besteht und das FSC 100% Nachhaltigkeitslabel trägt. Das Ursprungsland der Etiketten ist China.",gpt-4
280720,"
Mach mir eine kurze Produktzusammenfassung.


Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Batteriekategorie: Gerätebatterien
Breite: 12 Zentimeter (cm) Zentimeter
Deklarationspflichtige Batterie (nicht erfassen / mappen): Nein
GPS Zubehörtyp: Karten
Gewicht: 40 Gramm (g) Gramm
Höhe: 0.5 Zentimeter (cm) Zentimeter
Länge: 13 Zentimeter (cm) Zentimeter
Ursprungsland: Taiwan
","Dieses Produkt ist eine Gerätebatterie mit einer Breite von 12 cm, einer Höhe von 0,5 cm und einer Länge von 13 cm. Es wiegt 40 Gramm. Es handelt sich um eine Einzelverkaufseinheit. Dieses Produkt gehört zur Kategorie GPS-Zubehör, speziell Karten. Es besteht keine Deklarationspflicht für die Batterie. Das Ursprungsland des Produktes ist Taiwan.",gpt-4
283500,"
Mach mir eine kurze Produktzusammenfassung.


Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Breite: 4.2 Zentimeter (cm) Zentimeter
Farbgruppe: Blau
Genaue Farbbezeichnung: Blau
Gewicht: 40 Gramm (g) Gramm
Höhe: 13 Millimeter (mm) Millimeter
Länge: 4.2 Zentimeter (cm) Zentimeter
Stativ Zubehörtyp: Stativ Schnellwechselplatte
","Das Produkt ist eine Stativ Schnellwechselplatte in der Farbe Blau. Es hat die Abmessungen 4,2 cm in der Breite und Länge und 13 mm in der Höhe. Das Gewicht beträgt 40 Gramm. Der Artikel wird pro Verkaufseinheit als 1 Stück verkauft.",gpt-4
284400,"
Mach mir eine kurze Produktzusammenfassung.


Anzahl Etiketten: 2640 Anzahl (x) Anzahl
Artikel pro Verkaufseinheit: 220 Blatt (Blätter) Blatt
Breite: 105 Millimeter (mm) Millimeter
Etikettenformat: 105 x 48 mm
Etikettentyp: Universaletiketten
Farbgruppe: Weiss
Form: Rechteckig
Geeignet für: Drucker
Geeignete Drucktechnologie: Laser
Gewicht: 2 Kilogramm (kg) Kilogramm
Hafteigenschaft: Permanent
Holzhandelsverordnung: Produkt ist von der Holzhandelsverordnung betroffen
Länge: 48 Millimeter (mm) Millimeter
Materialgruppe: Papier
Nachhaltigkeit: Verbesserte Materialien
Nachhaltigkeitslabel: FSC 100%
Ursprungsland: Deutschland
","Dieses Produkt ist eine Packung mit 2640 Universaletiketten, die für den Druck mit Lasertechnologie geeignet sind. Jedes Etikett hat die Maße 105 x 48 mm und ist rechteckig geformt. Die Etiketten sind weiß und aus FSC 100% zertifiziertem Papier hergestellt, was eine nachhaltige Materialwahl darstellt. Sie haben eine permanente Haftkraft und wiegen insgesamt 2 kg. Hergestellt werden sie in Deutschland. Beachten Sie, dass dieses Produkt von der Holzhandelsverordnung betroffen ist.",gpt-4
285780,"
Mach mir eine kurze Produktzusammenfassung.


Anzahl Batterien: 0
Anzahl Spiele: 100 Stück (Stück) Stück
Breite: 27.3 Zentimeter (cm) Zentimeter
Gewicht: 0.91 Kilogramm (kg) Kilogramm
Höhe: 27.2 Zentimeter (cm) Zentimeter
Lieferumfang: 100 Spielmöglichkeiten
Lieferumfang: 44 Chips
Lieferumfang: 1 Würfelbecher
Lieferumfang: 1 Stück Spielesammlung
Lieferumfang: 31 Mikado-Stäbchen
Lieferumfang: 1 Plastikteller
Lieferumfang: 24 Spielsteine
Lieferumfang: 1 Spielanleitung
Lieferumfang: 6 Würfel
Lieferumfang: 16 Spielfiguren
Lieferumfang: 1 Kniffelblock
Länge: 5.7 Zentimeter (cm) Zentimeter
Materialgruppe: Karton
Max. Anzahl Spieler: 6
Min. Anzahl Spieler: 2
Mindestalter: 6 Jahr (Jahre) Jahr
Spieltyp: Spielesammlung
Sprache: Deutsch
Ursprungsland: Deutschland
Warnhinweis Spielzeug: Achtung: Erstickungsgefahr durch kleine Teile
Warnhinweis Spielzeug: Achtung: Nicht für Kinder unter 3 Jahren geeignet
","Dieses Produkt ist eine Spielesammlung, die 100 verschiedene Spiele bietet. Es hat ein Gewicht von 0.91 kg und Abmessungen von 27.3 cm Breite, 27.2 cm Höhe und 5.7 cm Länge. Es ist aus Kartonmaterial gefertigt und stammt aus Deutschland. Die Sammlung ist für 2 bis 6 Spieler geeignet und hat ein Mindestalter von 6 Jahren. Der Lieferumfang beinhaltet verschiedene Spielmaterialien wie Chips, Würfel, Spielfiguren, Mikado-Stäbchen und mehr. Die Spielanleitung ist in Deutsch. Achtung, es besteht Erstickungsgefahr durch kleine Teile und es ist nicht für Kinder unter 3 Jahren geeignet. Es werden keine Batterien benötigt.",gpt-4
286140,"
Mach mir eine kurze Produktzusammenfassung.


Artikel pro Verkaufseinheit: 1 Stück (Stk.) Stück
Druckerserie: PIXMA
Druckfarbe: Color
Druckleistung bei 5% Deckung: 180 Stück (Stk.) Stück
Farbbezeichnung: Color
Herstellerengagement: SBTi
Inhalt: 8 Milliliter (ml) Milliliter
Kompatibel zu OEM: 5227B005
Kompatible Druckermodelle: MX375
Kompatible Druckermodelle: MG3650
Kompatible Druckermodelle: MG4250
Kompatible Druckermodelle: MG3550
Kompatible Druckermodelle: MG3250
Kompatible Druckermodelle: MG4150
Kompatible Druckermodelle: MG2150
Kompatible Druckermodelle: MX455
Kompatible Druckermodelle: MX435
Kompatible Druckermodelle: MG3150
Kompatible Druckermodelle: MX515
Kompatible Druckermodelle: MX395
Kompatible Druckermodelle: MG2250
Kompatible Druckermodelle: MX525
Passende Druckermarke: Canon
Patronenart: Originalprodukt
Patronengrösse: Normal
Patronentyp: Tinte
","Dieses Produkt ist eine Original Canon PIXMA Tintenpatrone in der Farbe Color. Die Patrone enthält 8 Milliliter Tinte und hat eine Druckleistung von 180 Seiten bei 5% Deckung. Sie ist kompatibel mit verschiedenen Druckermodellen der Serien MX und MG, darunter MX375, MG3650, MG4250 und viele mehr. Die Patronengröße ist normal und das Produkt ist von Canon für die SBTi-Initiative engagiert. Die OEM-Nummer für die Kompatibilität ist 5227B005.",gpt-4
287640,"
Mach mir eine kurze Produktzusammenfassung.


Abbildungsmassstab: 1:16
Anzahl Batterien: 0
Anzahl Fahrzeuge: 1 Anzahl (x) Anzahl
Breite: 13 Zentimeter (cm) Zentimeter
Energieversorgung: Keine
Fahrzeugmarke: Fendt
Farbgruppe: Grün
Genaue Farbbezeichnung: Rot
Genaue Farbbezeichnung: Grün
Genaue Materialbezeichnung: Kunststoff
Gewicht: 470 Gramm (g) Gramm
Höhe: 15 Zentimeter (cm) Zentimeter
Lizenz: Fendt
Länge: 23.6 Zentimeter (cm) Zentimeter
Materialgruppe: Kunststoff
Mindestalter: 3 Jahr (Jahre) Jahr
Spielfahrzeugtyp: Landmaschine
Ursprungsland: Deutschland
Warnhinweis Spielzeug: Achtung: Erstickungsgefahr durch kleine Teile
Warnhinweis Spielzeug: Achtung: Nicht für Kinder unter 3 Jahren geeignet
","Dieses Produkt ist ein Spielzeug-Landmaschinenmodell der Marke Fendt. Es ist im Maßstab 1:16 gefertigt und hat die Maße 23,6 x 13 x 15 cm. Das Gewicht beträgt 470 Gramm. Das Spielzeugfahrzeug ist grün und rot und besteht aus Kunststoff. Es benötigt keine Batterien zur Energieversorgung. Das Mindestalter für die Verwendung dieses Spielzeugs beträgt 3 Jahre, um Erstickungsgefahr durch kleine Teile zu vermeiden. Hergestellt wurde dieses Produkt in Deutschland.",gpt-4
290880,"
Mach mir eine kurze Produktzusammenfassung.


Anschlüsse: USB
Barcode-Scanner Ausführung: Scanner USB Kit
Breite: 62 Millimeter (mm) Millimeter
Display Funktionen: Neigbar
Druckkontrast minimum: 30 Prozent (%) Prozent
Farbgruppe: Schwarz
Genaue Farbbezeichnung: Schwarz
Gewicht: 122 Gramm (g) Gramm
Herstellerengagement: SBTi
Höhe: 180 Millimeter (mm) Millimeter
Lesewinkel längs max.: 60 Grad (°) Grad
Lesewinkel quer max.: 60 Grad (°) Grad
Lieferumfang: USB Kabel
Länge: 60 Millimeter (mm) Millimeter
Max. Fallhöhe: 1.5 Meter (m) Meter
Max. Reichweite: 25.4 Zentimeter (cm) Zentimeter
Max. Scan-Abstand: 38.1 Zentimeter (cm) Zentimeter
Scan Methode: Laser
Scanleistung: 100 Scan pro Sekunde (Scans/s) Scan pro Sekunde
Scanner Funktionen: 1D-Barcodes
Scannertyp: Handscanner
Schutzart (IP Code): IP20
Signalübertragung: Kabelgebunden
Spannung: 5 Volt (V) Volt
Ursprungsland: China
","Dieses Produkt ist ein kabelgebundener Handscanner mit einem USB-Anschluss. Er ist in Schwarz gehalten und wiegt 122 Gramm. Der Barcode-Scanner hat eine Breite von 62mm, eine Höhe von 180mm und eine Länge von 60mm. Er kann 1D-Barcodes scannen und hat eine Scanleistung von 100 Scans pro Sekunde. Der maximale Scan-Abstand beträgt 38.1cm und die maximale Reichweite liegt bei 25.4cm. Der Scanner kann aus einer maximalen Höhe von 1.5 Metern fallen, ohne Schaden zu nehmen. Er ist mit einem neigbaren Display ausgestattet und hat eine Mindestkontrastdruckrate von 30%. Der Hersteller ist beim Science Based Targets Initiative (SBTi) engagiert. Das Produkt wird mit einem USB-Kabel geliefert und stammt ursprünglich aus China.",gpt-4
294740,"
Mach mir eine kurze Produktzusammenfassung.


Modellbau Zubehörtyp: Werkzeug
","Dieses Produkt ist ein Werkzeug speziell für den Modellbau. Es ist ein unverzichtbares Zubehör für alle, die gerne Modelle bauen und detailgetreu gestalten möchten. Das Werkzeug ist auf die speziellen Anforderungen des Modellbaus zugeschnitten und erleichtert somit die Arbeit erheblich. Es ist robust, langlebig und ideal für präzises Arbeiten.",gpt-4
301820,"
Mach mir eine kurze Produktzusammenfassung.


Abbildungsmassstab: 1:10
Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Breite: 26 Millimeter (mm) Millimeter
Durchmesser: 12 Millimeter (mm) Millimeter
Farbgruppe: Weiss
Geeignet für: Auto
Genaue Farbbezeichnung: Schwarz, Weiss
Lieferumfang: 4 Stk.
Passende Marke: Absima
Passendes Modell: Tourenwagen 1:10
Zubehörkategorie: Reifen + Felgen
","Dieses Produkt ist ein Zubehörteil für das Modellauto ""Tourenwagen 1:10"" der Marke Absima. Es handelt sich um weiße Reifen und Felgen mit den Maßen 26 mm Breite und 12 mm Durchmesser im Maßstab 1:10. Die genaue Farbbezeichnung ist Schwarz und Weiß. Jede Verkaufseinheit enthält 4 Stück dieses Produkts. Es ist speziell für den Einsatz in Autos geeignet.",gpt-4
