ProductId,Prompt,output_gpt-4,model_gpt-4,output_claude-3-opus,model_claude-3-opus,output_llama-3-70b,model_llama-3-70b,GPT-4_rouge1_f1,GPT-4_rouge2_f1,GPT-4_rougeL_f1,Claude3_rouge1_f1,Claude3_rouge2_f1,Claude3_rougeL_f1,LLaMA3_rouge1_f1,LLaMA3_rouge2_f1,LLaMA3_rougeL_f1
247340,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Batteriekategorie: Gerätebatterien
Gewicht: 134 Gramm (g) Gramm
Herstellerengagement: SBTi
Kompatible Headsetmodelle: Poly Savi W740-M
Kompatible Headsetmodelle: Poly Savi W710
Kompatible Headsetmodelle: Poly Savi W720
Kompatible Headsetmodelle: Poly CS540
Kompatible Headsetmodelle: Poly Savi W730
Kompatible Headsetmodelle: Poly Savi W745
Kompatible Headsetmodelle: Poly CS520
Sprechgarnitur Zubehörtyp: Adapter
Ursprungsland: China","Dieser Adapter ist ein hilfreiches Zubehör für diverse Headsetmodelle von Poly, darunter Savi W740-M, W710, W720, CS540, W730, W745 und CS520. Mit einem Gewicht von nur 134 Gramm ist er leicht und handlich. Hergestellt in China, steht der Hersteller SBTi für qualitativ hochwertige Gerätebatterien.",gpt-4,"Die Poly Savi Akku-Ladeschale ist ein praktisches Zubehör für verschiedene Poly Headset-Modelle wie die Savi W700er-Serie und CS500er-Serie. Mit nur 134 Gramm ist sie leicht und kompakt, während das Unternehmen sich im Rahmen der Science Based Targets initiative (SBTi) für Nachhaltigkeit einsetzt. Hergestellt wird die Ladeschale in China und pro Verkaufseinheit wird ein Stück geliefert.",claude-3-opus,"Das Produkt ist ein Ersatzteil für bestimmte Poly-Headsets, wie die Modelle Savi W740-M, W710, W720, CS540, W730, W745 und CS520. Es handelt sich um einen Adapter, der als Zubehör für diese Headsets dient. Das Gewicht des Produkts beträgt 134 Gramm und es wird aus China importiert.",llama-3-70b,0.35,0.06,0.17,0.22,0.05,0.09,0.28,0.04,0.2
248360,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 1 Anzahl (x) Anzahl
Batterie / Akku: Batterie
Batterie Anwendung: Knopfzellen
Batterie- / Akkutyp: Li
Batteriebaugrösse: CR1616
Batteriekategorie: Knopfzellen
Deklarationspflichtige Batterie (nicht erfassen / mappen): Ja
Durchmesser: 1.6 Millimeter (mm) Millimeter
Gewicht: 1 Gramm (g) Gramm
Höhe: 0.16 Zentimeter (cm) Zentimeter
Spannung: 3 Volt (V) Volt
UN-Nummer: 3090
Wiederaufladbar: Nein","Das Produkt ist eine CR1616 Knopfzelle mit einer Spannung von 3 Volt und einem Gewicht von nur 1 Gramm. Mit einem Durchmesser von 1,6 Millimetern und einer Höhe von 0,16 Zentimetern ist sie besonders klein und handlich. Sie ist nicht wiederaufladbar und eignet sich ideal für die Verwendung in kleinen elektronischen Geräten.",gpt-4,"Die CR1616 Lithium-Knopfzelle bietet mit 3 Volt eine zuverlässige Spannungsversorgung in kompakter Bauform. Mit einem Durchmesser von 16 mm und einer Höhe von 1,6 mm eignet sie sich optimal für den Einsatz in kleinen elektronischen Geräten. Die nicht wiederaufladbare Batterie überzeugt durch ihr geringes Gewicht von nur 1 Gramm.",claude-3-opus,"Die Knopfzelle ist eine nicht wiederaufladbare Lithium-Batterie vom Typ CR1616 mit einer Spannung von 3 Volt. Sie hat einen Durchmesser von 16 Millimetern und eine Höhe von 1,6 Millimetern bei einem Gewicht von etwa 1 Gramm. Diese Batterie eignet sich für den Einsatz in kleinen Geräten, die eine zuverlässige und langlebige Stromversorgung benötigen.",llama-3-70b,0.33,0.07,0.2,0.3,0.06,0.14,0.31,0.06,0.12
248500,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 1 Stück (Stk.) Stück
Breite: 12 Zentimeter (cm) Zentimeter
Druckerserie: HL
Druckerserie: DCP
Druckerserie: MFC
Druckfarbe: Schwarz
Druckleistung bei 5% Deckung: 2500 Anzahl (x) Anzahl
Farbbezeichnung: BK
Gewicht: 0.85 Kilogramm (kg) Kilogramm
Herstellerengagement: SBTi
Höhe: 17 Zentimeter (cm) Zentimeter
Kompatibel zu OEM: TN-320BK
Kompatible Druckermodelle: MFC-9970
Kompatible Druckermodelle: DCP-9270
Kompatible Druckermodelle: HL-4570
Kompatible Druckermodelle: HL-4140
Kompatible Druckermodelle: DCP-9055
Kompatible Druckermodelle: MFC-9460
Kompatible Druckermodelle: HL4150
Kompatible Druckermodelle: MFC-9465
Passende Druckermarke: Brother
Patronenart: Originalprodukt
Tiefe: 34 Zentimeter (cm) Zentimeter
Tonergrösse: Normal
Tonertyp: Toner
Ursprungsland: China","Dieses Originalprodukt aus China ist ein schwarzer Toner der Marke Brother, kompatibel mit einer Vielzahl von Druckermodellen der Serien HL, DCP und MFC. Mit einer Druckleistung von 2500 Seiten bei 5% Deckung und einem Gewicht von 0,85 kg ist dieser Toner ideal für den regelmäßigen Gebrauch. Seine kompakte Größe von 12 cm Breite, 17 cm Höhe und 34 cm Tiefe ermöglicht eine einfache Lagerung und Handhabung.",gpt-4,"Die originale Brother Tonerkartusche TN-320BK liefert hochwertige Druckergebnisse in Schwarz mit einer Druckleistung von 2.500 Seiten bei 5% Deckung. Sie ist kompatibel mit verschiedenen Brother HL-, DCP- und MFC-Druckermodellen und gewährleistet eine zuverlässige Druckqualität. Mit kompakten Abmessungen von 12 x 17 x 34 cm und einem Gewicht von 0,85 kg ist sie einfach zu handhaben und auszutauschen.",claude-3-opus,"Dieses Produkt ist ein schwarzes Toner-Originalprodukt von Brother, kompatibel mit verschiedenen Brother-Druckermodellen wie HL, DCP und MFC. Es bietet eine Druckleistung von 2500 Seiten bei 5% Deckung und wiegt 0,85 kg. Das Produkt ist ein Originalprodukt von Brother und entspricht damit den hohen Qualitätsstandards des Herstellers.",llama-3-70b,0.3,0.04,0.16,0.28,0.04,0.12,0.22,0.03,0.15
257900,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Beschichtung: Keramik
Bodendurchmesser: 28 Zentimeter (cm) Zentimeter
Breite: 28 Zentimeter (cm) Zentimeter
Durchmesser Öffnung: 28 Zentimeter (cm) Zentimeter
Farbgruppe: Silber
Gebrauchs- & Pflegehinweise: Spülmaschinenfest
Genaue Farbbezeichnung: Schwarz
Genaue Farbbezeichnung: Silber
Gewicht: 1.9 Kilogramm (kg) Kilogramm
Höhe: 4.5 Zentimeter (cm) Zentimeter
Kochgeschirr Merkmale: Induktionstauglich
Kochgeschirrtyp: Bratpfanne
Lieferumfang: Einzelstück
Länge: 53.5 Zentimeter (cm) Zentimeter
Material Deckel: Edelstahl
Material Griff: Edelstahl
Material Pfanne: Aluminiumguss
Material Pfanne: Edelstahl
Max. Temperaturbeständigkeit: 250 Grad Celsius (°C) Grad Celsius
Set-Inhalt: 1 Stück (Stück) Stück
Ursprungsland: Schweiz
Volumen: 2.71 Liter (l) Liter","Diese 28 cm Bratpfanne ist aus robustem Aluminiumguss und Edelstahl gefertigt, mit einer keramischen Beschichtung für optimale Wärmeverteilung und ist bis zu 250°C hitzebeständig. Sie ist sowohl für Induktionsherde geeignet als auch spülmaschinenfest, was die Reinigung erleichtert. Hergestellt in der Schweiz, ist sie in schwarz-silber Farbe erhältlich und kommt als Einzelstück mit einem Edelstahldeckel.",gpt-4,"Die Bratpfanne aus Aluminiumguss und Edelstahl mit Keramikbeschichtung ist spülmaschinenfest, induktionstauglich und bis 250°C hitzebeständig. Mit einem Bodendurchmesser von 28 cm und einem Volumen von 2,71 Litern eignet sie sich ideal zum Braten und Kochen. Der Edelstahldeckel und -griff runden das hochwertige Design der in der Schweiz hergestellten Pfanne ab.",claude-3-opus,"Die Bratpfanne ist aus Aluminiumguss und Edelstahl gefertigt, induktionsfest und spülmaschinenfest. Sie hat einen Durchmesser von 28 Zentimetern und eine Höhe von 4,5 Zentimetern, sowie eine maximale Temperaturbeständigkeit von 250 Grad Celsius. Die Pfanne ist mit einer Keramik-Beschichtung und einem Edelstahl-Griff versehen und wiegt etwa 1,9 Kilogramm.",llama-3-70b,0.2,0.02,0.09,0.26,0.02,0.11,0.31,0.09,0.16
258140,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 1 Stück (Stk.) Stück
Breite: 141 Millimeter (mm) Millimeter
Druckfarbe: Schwarz
Druckleistung bei 5% Deckung: 8000 Anzahl (x) Anzahl
Farbbezeichnung: BK
Gewicht: 383 Gramm (g) Gramm
Höhe: 101 Millimeter (mm) Millimeter
Kompatible Druckermodelle: C546dtn
Kompatible Druckermodelle: X548dte
Kompatible Druckermodelle: X546dtn
Kompatible Druckermodelle: X548de
Passende Druckermarke: Lexmark
Patronenart: Originalprodukt
Tiefe: 102 Millimeter (mm) Millimeter
Tonergrösse: Normal
Tonertyp: Toner
Ursprungsland: China","Dieser Original Lexmark Toner in Schwarz, kompatibel mit den Druckermodellen C546dtn, X548dte, X546dtn und X548de, liefert eine Druckleistung von 8000 Seiten bei 5% Deckung. Mit einer Größe von 141x101x102mm und einem Gewicht von 383g ist er ideal für den normalen Gebrauch. Das Produkt stammt aus China und steht für Qualität und Langlebigkeit.",gpt-4,"Die Lexmark Druckerpatrone in Schwarz ist ein Originalprodukt mit einer Druckleistung von 8000 Seiten bei 5% Deckung. Sie ist kompatibel mit verschiedenen Lexmark-Druckermodellen wie C546dtn, X548dte, X546dtn und X548de. Mit kompakten Abmessungen von 141 x 101 x 102 mm und einem Gewicht von 383 g ist sie einfach zu handhaben und auszutauschen.",claude-3-opus,"Das Produkt ist ein Original-Lexmark-Toner mit der Farbbezeichnung BK (Schwarz) und einer Druckleistung von 8000 Seiten bei 5% Deckung. Es ist kompatibel mit verschiedenen Lexmark-Druckermodellen wie C546dtn, X548dte, X546dtn und X548de. Das Produkt wiegt 383 Gramm und hat die Abmessungen 141 mm Breite, 101 mm Höhe und 102 mm Tiefe.",llama-3-70b,0.26,0.03,0.11,0.34,0.03,0.16,0.42,0.07,0.17
258300,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Breite: 4 Zentimeter (cm) Zentimeter
Farbgruppe: Silber
Farbgruppe: Schwarz
Gebrauchs- & Pflegehinweise: Handwäsche
Genaue Farbbezeichnung: Silber
Genaue Farbbezeichnung: Schwarz
Genaue Materialbezeichnung: Kunststoff
Genaue Materialbezeichnung: Edelstahl
Höhe: 30 Zentimeter (cm) Zentimeter
Lieferumfang: Sandwichklammern
Länge: 16 Zentimeter (cm) Zentimeter
Materialgruppe: Metall
Materialgruppe: Kunststoff
Zubehör für: Toaster",Die Sandwichklammern sind ein praktisches Toaster-Zubehör aus Kunststoff und Edelstahl in den Farben Silber und Schwarz. Mit einer Größe von 16 x 4 x 30cm eignen sie sich ideal zum sicheren und einfachen Zubereiten von Sandwiches. Für die Reinigung wird Handwäsche empfohlen.,gpt-4,"Praktische Sandwichklammern aus hochwertigem Edelstahl und Kunststoff, perfekt für die Zubereitung von Toasties. Mit einer Größe von 16 x 4 x 30 cm sind sie ideal für handelsübliche Toaster geeignet. Die Klammern sind in den Farben Silber und Schwarz erhältlich und können bequem per Hand gereinigt werden.",claude-3-opus,"Der Artikel ist ein Zubehör für Toaster und besteht aus einer Kombination von Edelstahl und Kunststoff. Es handelt sich um eine Sandwichklammer, die in silber und schwarz erhältlich ist und eine Größe von 16 cm Länge, 4 cm Breite und 30 cm Höhe aufweist. Die Klammer sollte per Hand gewaschen werden, um ihre Langlebigkeit zu gewährleisten.",llama-3-70b,0.27,0.05,0.1,0.24,0.01,0.1,0.33,0.08,0.11
260700,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Anzahl Batterien: 3
Anzahl LEDs: 1 Stück (Stück) Stück
Batterie- / Akkutyp: Alkali
Batteriebaugrösse: AAA / LR03 / Micro / R03 / AM4 / MN2400 / KR03
Energieversorgung: Batteriebetrieb
Farbgruppe: Silber
Genaue Farbbezeichnung: Silber
Gewicht: 87 Gramm (g) Gramm
Herstellerengagement: SBTi
Kopfdurchmesser: 3.2 Zentimeter (cm) Zentimeter
Leuchtmitteltyp: LED
Leuchtweite: 36 Meter (m) Meter
Lichtfunktionen: LED
Lieferumfang: 1x Batterie
Lumen: 30 Lumen (lm) Lumen
Länge: 11.7 Zentimeter (cm) Zentimeter
Material Gehäuse: Aluminium
Max. Leuchtdauer: 13 Stunde (h) Stunde
Schutzart (IP Code): IPX4
Taschenlampentyp: Alltagstaschenlampe
Widerstandsfähigkeit: Spritzwasserfest","Diese silberne Alltagstaschenlampe ist mit einer LED-Leuchte ausgestattet, die eine Leuchtweite von 36 Metern und eine Leuchtdauer von bis zu 13 Stunden bietet. Das robuste Aluminiumgehäuse ist spritzwasserfest (IPX4) und die Energieversorgung erfolgt über drei AAA Alkali-Batterien. Mit einem Gewicht von 87 Gramm und einer Länge von 11,7 Zentimetern ist sie leicht und kompakt.",gpt-4,"Die Varta Taschenlampe überzeugt mit einer Leuchtweite von 36 Metern und einer maximalen Leuchtdauer von 13 Stunden. Das robuste Aluminiumgehäuse ist spritzwasserfest (IPX4) und die Lampe lässt sich dank kompakter Maße von 11,7 cm Länge und 87 g Gewicht leicht transportieren. Im Lieferumfang sind 3 AAA-Batterien enthalten.",claude-3-opus,"Die Alltagstaschenlampe ist eine kompakte und zuverlässige Lichtquelle mit einer Leuchtweite von 36 Metern und einer Leuchtdauer von bis zu 13 Stunden. Sie ist mit einer LED ausgestattet, die eine Helligkeit von 30 Lumen erreicht, und wird von drei AAA-Batterien betrieben. Das robuste Aluminiumgehäuse ist spritzwasserfest (IPX4) und wiegt nur 87 Gramm, making es ideal für den täglichen Gebrauch.",llama-3-70b,0.29,0.03,0.11,0.27,0.02,0.08,0.21,0.02,0.1
262100,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Anzahl Stück: 1 Stück (Stück) Stück
Breite: 9 Zentimeter (cm) Zentimeter
Durchmesser: 180 Millimeter (mm) Millimeter
Farbgruppe: Transparent
Farbgruppe: Silber
Gebrauchs- & Pflegehinweise: Spülmaschinenfest
Genaue Farbbezeichnung: Silber
Genaue Farbbezeichnung: Transparent
Genaue Materialbezeichnung: Edelstahl
Gewicht: 470 Gramm (g) Gramm
Herstellerengagement: SBTi
Höhe: 6.5 Zentimeter (cm) Zentimeter
Lieferumfang: 1 x WMF Butterdose mit Kunststoffdeckel LOFT
Länge: 18 Zentimeter (cm) Zentimeter
Materialgruppe: Metall
Ursprungsland: Deutschland
Volumen: 1053 Milliliter (ml) Milliliter
Vorratsbehältertyp: Butterdose","Die WMF Butterdose mit Kunststoffdeckel LOFT ist eine spülmaschinenfeste Butterdose aus Edelstahl, die in Deutschland hergestellt wird. Mit den Maßen von 9 cm Breite, 18 cm Länge und 6,5 cm Höhe bietet sie ein Volumen von 1053 Millilitern und wiegt 470 Gramm. Die Butterdose kommt in den Farben Silber und Transparent und ist Teil des SBTi-Herstellerengagements.",gpt-4,"Die WMF Butterdose LOFT aus hochwertigem Edelstahl besticht durch ihr zeitloses, elegantes Design in Silber und Transparent. Mit einem Fassungsvermögen von 1053 ml bietet sie ausreichend Platz für Ihre Butter und ist dank des praktischen Kunststoffdeckels ideal für die Aufbewahrung. Spülmaschinenfest und Made in Germany - die perfekte Kombination aus Funktionalität und Qualität.",claude-3-opus,"Die WMF Butterdose aus Edelstahl ist eine hochwertige, spülmaschinenfeste Lösung zum Aufbewahren von Butter. Mit einem Volumen von 1053 ml und einem Durchmesser von 180 mm bietet sie ausreichend Platz und ist durch ihre transparente Kunststoffabdeckung und silberne Edelstahloberfläche optisch ansprechend. Sie ist in Deutschland hergestellt und wiegt etwa 470 Gramm.",llama-3-70b,0.4,0.11,0.14,0.21,0.02,0.07,0.26,0.04,0.1
265340,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Artikel pro Verkaufseinheit: 1 Anzahl (x) Anzahl
Breite: 22 Zentimeter (cm) Zentimeter
Farbgruppe: Braun
Genaue Farbbezeichnung: Hellbraun
Genaue Materialbezeichnung: Holz
Gewicht: 300 Gramm (g) Gramm
Höhe: 13.5 Zentimeter (cm) Zentimeter
Kleiderbügeltyp: Garderobenbügel
Länge: 45 Zentimeter (cm) Zentimeter
Materialgruppe: Holz
Oberflächenbearbeitung: Lackiert","Der Garderobenbügel ist aus lackiertem, hellbraunem Holz gefertigt und wiegt 300 Gramm. Mit den Maßen 45 cm Länge, 22 cm Breite und 13.5 cm Höhe ist er optimal für die Garderobe geeignet. Sie erhalten bei jedem Kauf ein Stück dieses stabilen und optisch ansprechenden Kleiderbügels.",gpt-4,"Der hochwertige Garderobenbügel aus hellem Holz besticht durch seine elegante Lackierung. Mit einer Länge von 45 cm, einer Breite von 22 cm und einer Höhe von 13,5 cm bietet er ausreichend Platz für verschiedene Kleidungsstücke. Dank seines geringen Gewichts von nur 300 g ist er besonders leicht und handlich.",claude-3-opus,"Der Garderobenbügel ist aus lackiertem Holz gefertigt und hat eine hellbraune Farbe. Er misst 45 cm in der Länge, 22 cm in der Breite und 13,5 cm in der Höhe und wiegt 300 Gramm. Durch seine solide Holzkonstruktion und lackierte Oberfläche bietet er eine robuste und stylische Lösung für die Aufhängung von Kleidungsstücken.",llama-3-70b,0.31,0.08,0.12,0.31,0.06,0.14,0.35,0.07,0.1
266020,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Anschluss A: sc
Anschluss B: sc
Anzahl Fasern: 2 Stück (Stück) Stück
Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Breite: 17 Zentimeter (cm) Zentimeter
Durchmesser: 2 Millimeter (mm) Millimeter
Faserkategorie: OM3
Faserkategorie: 50/125µm
Genaue Materialbezeichnung: Low Smoke Zero Halogen (LSZH)
Gewicht: 65 Gramm (g) Gramm
Glasfasertyp: Multi Mode
Kabel Anwendung: Netzwerk
Kabel Bauform: Glasfaser
Kabel Kategorie: CAT6
Kabel Verbindung: Anschluss (M/M)
Kabelfarbe: Türkis
LWL Steckverbinder: SC-SC
Lieferumfang: 50/125 SC/SC
Lieferumfang: OM3
Lieferumfang: 2m
Lieferumfang: LWL-Patchkabel
Länge: 2 Meter (m) Meter
Material Isolation: LSZH
Max. Datenübertragungsrate: 10 Gigabit pro Sekunde (Gbit/s) Gigabit pro Sekunde
Patchkabel Merkmale: Halogenfrei
Patchkabeltyp: Glasfaserkabel
Steckerform: Vergoldete Kontakte
Tiefe: 2 Meter (m) Meter
Ursprungsland: China","Dieses 2 Meter lange, türkisfarbene Glasfaser-Patchkabel mit SC-SC-Anschluss ist für den Netzwerkeinsatz konzipiert und bietet eine maximale Datenübertragungsrate von 10 Gigabit pro Sekunde. Es gehört zur Faserkategorie OM3 und 50/125µm, besteht aus zwei Multi-Mode-Glasfasern und wiegt 65 Gramm. Das Kabel besteht aus dem Material Low Smoke Zero Halogen (LSZH), was es halogenfrei und sicherer im Brandfall macht.",gpt-4,Das LWL-Patchkabel mit SC-SC-Anschlüssen und einer Länge von 2 Metern eignet sich perfekt für Netzwerkanwendungen mit hohen Datenübertragungsraten bis zu 10 Gbit/s. Die OM3-Glasfasern mit 50/125µm Durchmesser und der LSZH-Mantel sorgen für eine zuverlässige und sichere Verbindung. Das türkisfarbene Kabel ist mit vergoldeten Kontakten ausgestattet und bietet eine hochwertige Verarbeitung.,claude-3-opus,"Das LWL-Patchkabel ist ein 2 Meter langes, türkisfarbenes Glasfaserkabel mit SC-SC-Steckern und einer Datenübertragungsrate von bis zu 10 Gigabit pro Sekunde. Es ist halogenfrei und entspricht der Kategorie OM3 mit 50/125µm Faserdurchmesser, was es ideal für Netzwerkanwendungen macht. Durch seine LSZH-Materialien und vergoldeten Kontakte bietet es eine zuverlässige und sichere Verbindung.",llama-3-70b,0.31,0.15,0.13,0.22,0.06,0.11,0.24,0.08,0.12
268560,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Breite: 31.1 Zentimeter (cm) Zentimeter
Externe Anschlüsse: RJ9
Externe Anschlüsse: RJ45
Externe Anschlüsse: 2.5mm Klinke
Farbgruppe: Schwarz
Gewicht: 800 Gramm (g) Gramm
Herstellerengagement: SBTi
Höhe: 6.4 Zentimeter (cm) Zentimeter
Konferenzgerät Ausstattung: Keypad
Konferenzgerät Ausstattung: Display
Konferenzgerät Ausstattung: PoE
Konferenzgerät Ausstattung: Freisprecheinrichtung
Konferenzgerättyp: Audio-Konferenz
Lieferumfang: Lan (RJ-45)
Lieferumfang: AC
Lieferumfang: Netzwerkkabel - 7.6 m
Länge: 36.8 Zentimeter (cm) Zentimeter
Max. Bildauflösung: 248 x 68 Pixel
Mikrofon Reichweite: 3.6 Meter (m) Meter
Optimiert / Zertifiziert für: Zoom
Pixelauflösung: 248 x 68 Pixel
Signalübertragung: Kabelgebunden
Telefon Anschluss: Ethernet
VoIP Protokoll: SIP","Dieses schwarze Audio-Konferenzgerät von SBTi ist 31.1 cm breit, 6.4 cm hoch und wiegt 800 g. Es ist mit RJ9, RJ45 und 2.5mm Klinke externen Anschlüssen ausgestattet und bietet eine Auflösung von 248 x 68 Pixel. Zusätzlich verfügt es über ein Keypad, ein Display, PoE, eine Freisprecheinrichtung und ist für Zoom optimiert.",gpt-4,"Das kabelgebundene Audio-Konferenzgerät mit Freisprecheinrichtung, Keypad und Display ist für Zoom optimiert und bietet eine Mikrofonreichweite von 3,6 Metern. Es verfügt über verschiedene externe Anschlüsse wie RJ9, RJ45 und 2.5mm Klinke und unterstützt das SIP-Protokoll. Mit einer Pixelauflösung von 248 x 68 und kompakten Abmessungen von 36,8 x 31,1 x 6,4 cm bei einem Gewicht von 800 Gramm ist es ein leistungsstarkes Gerät für professionelle Konferenzen.",claude-3-opus,"Das Audio-Konferenzgerät bietet eine Vielzahl von Funktionen, darunter ein Keypad, Display, PoE und Freisprecheinrichtung, sowie eine Mikrofonreichweite von 3,6 Metern. Es verfügt über verschiedene Anschlüsse wie RJ9, RJ45 und 2,5mm Klinke und ist optimiert für Zoom. Das Gerät wird mit einem Netzwerkkabel, einem Lan-Kabel und einem AC-Adapter geliefert und wiegt etwa 800 Gramm.",llama-3-70b,0.35,0.1,0.17,0.4,0.14,0.17,0.3,0.08,0.14
279960,"Fasse das folgende Produkt in einem kurzen, prägnanten Text von maximal 3 Sätzen zusammen. Konzentriere dich auf die wichtigsten Merkmale und Vorteile, ohne unnötige Ausschmückungen.


Anzahl Etiketten: 3780 Anzahl (x) Anzahl
Artikel pro Verkaufseinheit: 20 Blatt (Blätter) Blatt
Breite: 25.4 Millimeter (mm) Millimeter
Etikettenformat: 25.4 x 10 mm
Etikettentyp: Organisationsetiketten
Farbgruppe: Gelb
Form: Halbrund
Geeignet für: Drucker
Geeignete Drucktechnologie: Tintenstrahl
Geeignete Drucktechnologie: Laser
Gewicht: 0.251 Kilogramm (kg) Kilogramm
Hafteigenschaft: Non Permanent
Holzhandelsverordnung: Produkt ist von der Holzhandelsverordnung betroffen
Länge: 10 Millimeter (mm) Millimeter
Materialgruppe: Papier
Ursprungsland: China","Dieses Produkt ist ein Set aus 3780 halbrunden, gelben Organisationsetiketten aus Papier, die jeweils 25,4 x 10 mm groß sind. Sie sind sowohl für Tintenstrahl- als auch Laserdrucker geeignet und besitzen non-permanente Haftungseigenschaften. Die Etiketten stammen aus China und sind aufgrund ihrer Beschaffenheit von der Holzhandelsverordnung betroffen.",gpt-4,"Organisationsetiketten im praktischen 25.4 x 10 mm Format, erhältlich in 20 Blatt Packungen mit insgesamt 3780 Etiketten. Die gelben, halbrunden Aufkleber aus Papier eignen sich ideal für Tintenstrahl- und Laserdrucker und haften zuverlässig, lassen sich aber auch wieder rückstandsfrei entfernen.",claude-3-opus,"Das Produkt besteht aus 3780 gelben, halbrunden Organisationsetiketten im Format 25,4 x 10 mm, die auf Papierbasis hergestellt sind. Sie sind mit einer nicht-permanenten Haftschicht ausgestattet und können sowohl mit Tintenstrahl- als auch mit Laserdruckern verwendet werden. Die Etiketten sind in 20er-Blättern verpackt und wiegen insgesamt 0,251 kg.",llama-3-70b,0.31,0.12,0.22,0.24,0.09,0.11,0.25,0.07,0.16
